index,Datetime,Open,High,Low,Close,Volume,RSI,Momentum
216,2025-03-09,86206.64,86480.0,80000.0,80699.17,7565.44749561,34.4230192411611,-9904.559999999998
217,2025-03-10,80708.21,84033.66,77389.0,78544.71,21375.10120997,32.269635175903815,-11377.14
218,2025-03-11,78548.18,83600.0,76555.0,82914.51,17096.37980265,40.411811889995185,-3842.470000000001
219,2025-03-12,82911.81,84442.69,80572.21,83659.43,12617.220582,41.69848929620988,-2547.2600000000093
220,2025-03-13,83659.45,84310.8,79890.0,81073.43,10506.80043483,38.58377789175256,374.25999999999476
221,2025-03-14,81071.5,85318.61,80771.17,83980.49,10857.45703924,43.67700875175084,5435.779999999999
222,2025-03-15,83989.86,84690.43,83612.24,84351.46,2331.92028578,44.31167282382469,1436.9500000000116
223,2025-03-16,84351.45,85092.35,81969.44,82562.57,4059.89765099,41.862002019347536,-1096.859999999986
224,2025-03-17,82562.5,84758.46,82416.98,84011.4,7785.97733364,44.53634170679979,2937.970000000001
225,2025-03-18,84011.39,84029.67,81125.0,82698.76,7316.63296603,42.623333653725346,-1281.7300000000105
226,2025-03-19,82699.53,87045.45,82535.53,86877.96,13056.03519886,49.98882199604623,2526.5
227,2025-03-20,86877.97,87492.87,83596.75,84183.42,9880.31696275,45.897778787313904,1620.8499999999913
228,2025-03-21,84183.41,84809.72,83100.0,84061.96,6257.63558757,45.716158558142084,50.560000000012224
229,2025-03-22,84061.96,84517.75,83659.69,83852.03,2108.51345069,45.38190106791372,1153.270000000004
230,2025-03-23,83852.06,86128.99,83804.67,86092.94,3467.46945277,49.61669842097643,-785.0200000000041
231,2025-03-24,86092.95,88804.64,85533.06,87523.62,13107.50391644,52.166637134044954,3340.199999999997
232,2025-03-25,87518.09,88584.34,86321.97,87427.88,10153.98312373,51.9770580527863,3365.9199999999983
233,2025-03-26,87432.82,88304.1,85850.0,86926.01,6885.71986041,50.93216414012007,3073.979999999996
234,2025-03-27,86926.01,87790.12,85784.0,87217.48,6904.09386105,51.54144602176474,1124.5399999999936
235,2025-03-28,87214.07,87498.15,83533.4,84381.8,10031.80008987,45.60795847853489,-3141.8199999999924
236,2025-03-29,84381.81,84584.13,81608.99,82616.83,3194.24303663,42.340750513332246,-4811.050000000003
237,2025-03-30,82624.06,83508.98,81538.88,82379.98,2472.72302228,41.90689771480033,-4546.029999999999
238,2025-03-31,82379.98,83920.8,81265.16,82534.32,6887.94694226,42.32164780213514,-4683.159999999989
239,2025-04-01,82534.31,85566.53,82403.32,85170.37,9130.97692565,49.016641723145526,788.5699999999924
240,2025-04-02,85166.92,88530.0,82283.01,82490.08,16748.28262337,43.48911627340052,-126.75
241,2025-04-03,82490.1,83953.45,81177.7,83174.33,11800.91106566,45.18844357753752,794.3500000000058
242,2025-04-04,83178.68,84720.67,81643.54,83860.16,14593.03092888,46.911623925843095,1325.8399999999965
243,2025-04-05,83859.78,84238.35,82346.61,83498.25,2836.42920662,46.08821182452425,-1672.1199999999953
244,2025-04-06,83505.88,83773.58,77058.99,78370.75,11014.8594773,36.35262164873981,-4119.330000000002
245,2025-04-07,78370.15,81223.67,74420.69,79140.01,26706.52930797,38.45315876078984,-4034.320000000007
246,2025-04-08,79140.02,80849.98,76167.35,76251.64,14917.02351692,33.925805660070054,-7608.520000000004
247,2025-04-09,76258.8,83583.35,74553.01,82594.75,23584.94464084,48.31693064329481,-903.5
248,2025-04-10,82593.15,82730.93,78387.24,79552.34,11876.12778689,43.43084244017193,1181.5899999999965
249,2025-04-11,79552.34,84299.0,78919.94,83380.47,9964.68703141,50.24831474396538,4240.460000000006
250,2025-04-12,83379.64,85909.97,82765.26,85271.01,3972.49282052,53.24509388205409,9019.369999999995
251,2025-04-13,85271.02,86092.99,83010.0,83733.07,3904.15929557,50.576199792865864,1138.320000000007
252,2025-04-14,83733.07,85818.06,83655.27,84590.36,7247.02343319,52.01992879083626,5038.020000000004
253,2025-04-15,84590.36,86491.4,83592.77,83629.78,6461.77024421,50.24873869638471,249.30999999999767
254,2025-04-16,83622.52,85526.4,83088.02,84028.72,8246.73748903,50.99500612552222,-1242.2899999999936
255,2025-04-17,84028.71,85494.94,83711.69,84961.97,5865.70077325,52.779424814617556,1228.8999999999942
256,2025-04-18,84961.97,85150.94,84287.06,84466.47,1884.07668707,51.70295432864372,-123.88999999999942
257,2025-04-19,84466.47,85625.0,84353.45,85074.99,1683.30746873,52.97152381888247,1445.2100000000064
258,2025-04-20,85074.59,85319.21,83972.82,85177.34,1812.14325365,53.194208817267516,1148.6199999999953
259,2025-04-21,85177.33,88575.62,85135.98,87522.07,12603.75828155,58.09014641784872,2560.100000000006
260,2025-04-22,87513.53,93952.62,87077.17,93489.1,19460.09432868,67.42772785596625,9022.630000000005
261,2025-04-23,93486.57,94686.0,91902.19,93740.92,12538.32136507,67.75424611748538,8665.929999999993
262,2025-04-24,93740.93,94061.02,91685.18,94021.96,9320.8086182,68.13812423924765,8844.62000000001
